"Keyword","location_name","language_name","month","searches_past_months","year","month2"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2019-Sep",170,2019,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2019-Oct",260,2019,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2019-Nov",260,2019,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2019-Dec",170,2019,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Jan",170,2020,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Feb",260,2020,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Mar",110,2020,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Apr",70,2020,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-May",110,2020,"May"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Jun",170,2020,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Jul",110,2020,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Aug",70,2020,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Sep",170,2020,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Oct",210,2020,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Nov",110,2020,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2020-Dec",110,2020,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Jan",140,2021,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Feb",170,2021,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Mar",210,2021,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Apr",170,2021,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-May",140,2021,"May"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Jun",210,2021,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Jul",140,2021,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Aug",90,2021,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Sep",140,2021,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Oct",320,2021,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Nov",260,2021,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2021-Dec",260,2021,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Jan",260,2022,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Feb",260,2022,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Mar",320,2022,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Apr",260,2022,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-May",320,2022,"May"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Jun",320,2022,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Jul",170,2022,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Aug",170,2022,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Sep",320,2022,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Oct",590,2022,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Nov",480,2022,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2022-Dec",320,2022,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2023-Jan",390,2023,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2023-Feb",320,2023,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2023-Mar",480,2023,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2023-Apr",320,2023,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2023-May",480,2023,"May"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2023-Jun",390,2023,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Global","Greek","2023-Jul",210,2023,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2019-Aug",50,2019,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2019-Sep",110,2019,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2019-Oct",210,2019,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2019-Nov",210,2019,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2019-Dec",140,2019,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Jan",140,2020,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Feb",170,2020,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Mar",90,2020,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Apr",30,2020,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-May",70,2020,"May"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Jun",110,2020,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Jul",90,2020,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Aug",40,2020,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Sep",140,2020,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Oct",170,2020,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Nov",70,2020,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2020-Dec",70,2020,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Jan",110,2021,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Feb",110,2021,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Mar",170,2021,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Apr",110,2021,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-May",110,2021,"May"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Jun",140,2021,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Jul",110,2021,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Aug",70,2021,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Sep",110,2021,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Oct",260,2021,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Nov",170,2021,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2021-Dec",170,2021,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Jan",210,2022,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Feb",210,2022,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Mar",260,2022,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Apr",170,2022,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-May",260,2022,"May"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Jun",260,2022,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Jul",140,2022,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Aug",110,2022,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Sep",260,2022,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Oct",390,2022,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Nov",390,2022,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2022-Dec",260,2022,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2023-Jan",260,2023,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2023-Feb",260,2023,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2023-Mar",390,2023,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2023-Apr",260,2023,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2023-May",320,2023,"May"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2023-Jun",260,2023,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki Region","Greek","2023-Jul",140,2023,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2019-Aug",90,2019,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2019-Sep",140,2019,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2019-Oct",260,2019,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2019-Nov",260,2019,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2019-Dec",170,2019,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Jan",170,2020,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Feb",260,2020,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Mar",110,2020,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Apr",70,2020,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-May",110,2020,"May"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Jun",170,2020,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Jul",110,2020,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Aug",70,2020,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Sep",170,2020,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Oct",210,2020,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Nov",110,2020,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2020-Dec",110,2020,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Jan",140,2021,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Feb",170,2021,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Mar",210,2021,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Apr",170,2021,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-May",140,2021,"May"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Jun",210,2021,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Jul",140,2021,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Aug",90,2021,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Sep",140,2021,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Oct",320,2021,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Nov",260,2021,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2021-Dec",260,2021,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Jan",260,2022,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Feb",260,2022,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Mar",320,2022,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Apr",260,2022,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-May",320,2022,"May"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Jun",320,2022,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Jul",170,2022,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Aug",170,2022,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Sep",320,2022,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Oct",480,2022,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Nov",480,2022,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2022-Dec",320,2022,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2023-Jan",390,2023,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2023-Feb",320,2023,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2023-Mar",480,2023,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2023-Apr",320,2023,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2023-May",480,2023,"May"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2023-Jun",320,2023,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Greece","Greek","2023-Jul",210,2023,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2019-Aug",0,2019,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2019-Sep",0,2019,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2019-Oct",10,2019,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2019-Nov",0,2019,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2019-Dec",0,2019,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Jan",0,2020,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Feb",0,2020,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Mar",0,2020,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Apr",0,2020,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-May",0,2020,"May"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Jun",0,2020,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Jul",0,2020,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Aug",0,2020,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Sep",0,2020,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Oct",0,2020,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Nov",0,2020,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2020-Dec",0,2020,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Jan",0,2021,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Feb",0,2021,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Mar",10,2021,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Apr",10,2021,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-May",0,2021,"May"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Jun",0,2021,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Jul",0,2021,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Aug",0,2021,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Sep",0,2021,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Oct",0,2021,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Nov",10,2021,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2021-Dec",0,2021,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Jan",0,2022,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Feb",0,2022,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Mar",0,2022,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Apr",0,2022,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-May",0,2022,"May"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Jun",0,2022,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Jul",0,2022,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Aug",0,2022,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Sep",0,2022,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Oct",0,2022,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Nov",0,2022,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2022-Dec",0,2022,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2023-Jan",0,2023,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2023-Feb",10,2023,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2023-Mar",10,2023,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2023-Apr",0,2023,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2023-May",0,2023,"May"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2023-Jun",10,2023,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","USA","Greek","2023-Jul",10,2023,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2019-Aug",40,2019,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2019-Sep",70,2019,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2019-Oct",140,2019,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2019-Nov",140,2019,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2019-Dec",90,2019,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Jan",90,2020,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Feb",110,2020,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Mar",70,2020,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Apr",20,2020,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-May",50,2020,"May"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Jun",70,2020,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Jul",50,2020,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Aug",30,2020,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Sep",90,2020,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Oct",110,2020,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Nov",50,2020,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2020-Dec",50,2020,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Jan",70,2021,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Feb",50,2021,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Mar",90,2021,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Apr",70,2021,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-May",70,2021,"May"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Jun",90,2021,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Jul",70,2021,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Aug",50,2021,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Sep",70,2021,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Oct",170,2021,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Nov",110,2021,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2021-Dec",110,2021,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Jan",140,2022,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Feb",140,2022,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Mar",170,2022,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Apr",110,2022,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-May",170,2022,"May"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Jun",170,2022,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Jul",70,2022,"Jul"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Aug",90,2022,"Aug"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Sep",170,2022,"Sep"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Oct",260,2022,"Oct"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Nov",320,2022,"Nov"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2022-Dec",170,2022,"Dec"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2023-Jan",170,2023,"Jan"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2023-Feb",170,2023,"Feb"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2023-Mar",260,2023,"Mar"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2023-Apr",170,2023,"Apr"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2023-May",260,2023,"May"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2023-Jun",170,2023,"Jun"
"κέντρο ιστορίας θεσσαλονίκης","Thessaloniki City","Greek","2023-Jul",90,2023,"Jul"
